Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	partition_rate[1]	partition_rate[2]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	tree_length
360	-59.185	-103.3573	44.17232	0.0107498	0.00694243	0.0063943	0.0227555	0.0210443	0.00372294	0.000890482	0.0303862	0.00467398	0.0012288	0.0311931	0.00630423	0.0237835	0.00787336	0.0220056	0.0179281	0.0193329	0.00778401	0.00256829	0.0110969	0.0111406	0.00781997	0.0093607	0.0140821	0.00355254	0.000915352	0.00308115	0.00107475	0.0194853	0.0177171	0.0152857	0.0128734	0.00294733	0.00365728	0.0031114	0.205265	1.33114	0.261843	0.520208	0.815553	1.22616	1.92231	3.81909	0.9689202	0.06425108	0.0279387	0.0180434	0.0166188	0.0591415	0.0546941	0.00967593	0.00231436	0.0789737	0.0121477	0.00319365	0.0810708	0.0163847	0.0618134	0.0204629	0.0571925	0.046595	0.0502462	0.0202307	0.006675	0.028841	0.0289546	0.0203241	0.0243285	0.0365993	0.00923306	0.002379	0.00800792	0.00279328	0.0506422	0.0460467	0.0397276	0.0334579	0.00766012	0.00950527	0.00808653	0.3847631
396	-60.27631	-104.589	44.31269	0.0460691	0.0138786	0.0241425	0.0286877	0.103397	0.0113624	0.0157075	0.039876	0.0110516	0.0689897	0.0230254	0.00296602	0.0787514	0.112347	0.0092222	0.0159364	0.0876456	0.0731838	0.00399075	0.0295697	0.00531143	0.0147316	0.0967868	0.0204333	0.0100961	0.027537	0.0358773	0.000132543	0.0366636	0.0329092	0.0910351	0.0415311	0.0160543	0.0616545	0.00169499	0.311494	1.28688	0.922657	0.961502	0.987827	1.01232	1.04004	1.08383	0.0582054	0.1008558	0.0356503	0.0107399	0.0186825	0.0221998	0.0800134	0.00879273	0.0121551	0.0308578	0.0085522	0.0533873	0.017818	0.00229524	0.0609413	0.0869391	0.00713654	0.0123323	0.067824	0.0566329	0.00308822	0.0228824	0.00411022	0.0114	0.074898	0.0158122	0.0078128	0.0213093	0.0277635	0.000102568	0.0283719	0.0254666	0.070447	0.0321386	0.0124235	0.047711	0.00131166	1.292249
432	-54.74737	-99.10634	44.35897	0.00224455	0.00164794	0.00570076	0.00354533	0.0161461	0.00659282	0.00383965	0.0123625	0.0162684	0.00413688	0.0140347	0.0144205	0.00477176	0.0406849	0.00148766	0.00879026	0.0565099	0.0377559	0.00793323	0.00764763	0.00415301	0.00536146	0.00803167	0.00332047	0.0043331	0.022573	0.00534033	0.000600045	0.00933988	0.0281765	0.0622558	0.0237744	0.0173496	0.0318986	0.0132557	0.143832	1.35674	0.28262	0.539945	0.825084	1.212	1.85204	3.53833	0.9137087	0.04417229	0.00443338	0.00325496	0.01126	0.00700263	0.0318914	0.013022	0.00758397	0.024418	0.0321329	0.00817106	0.027721	0.028483	0.00942504	0.0803598	0.00293837	0.0173623	0.111617	0.0745744	0.0156695	0.0151054	0.00820291	0.0105898	0.0158639	0.0065585	0.00855861	0.0445855	0.0105481	0.00118519	0.0184479	0.0556534	0.122966	0.0469585	0.0342685	0.0630053	0.0261823	0.506285
468	-52.57965	-97.70422	45.12457	0.0287368	0.0864483	0.0116227	0.0555032	0.0132846	0.0272524	0.0154161	0.00757479	0.00976021	0.0162227	0.00483468	0.028113	0.0218596	0.035705	0.000914541	0.00237891	0.0359973	0.0182325	0.0219802	0.000665275	0.0104361	0.00294652	0.0144518	0.0100052	0.0148628	0.0134323	0.0230782	0.0100558	0.0164353	0.00762314	0.0214167	0.0570886	0.03033	0.00292296	0.00222374	0.202058	1.33248	0.998646	0.999339	0.999794	1.00021	1.00066	1.00136	0.0009797019	0.0631839	0.0422717	0.127165	0.017097	0.081645	0.0195416	0.0400882	0.0226769	0.0111425	0.0143572	0.0238636	0.00711178	0.0413541	0.0321554	0.0525219	0.00134529	0.00349936	0.0529518	0.02682	0.0323328	0.000978615	0.0153514	0.00433432	0.0212585	0.0147177	0.0218632	0.0197588	0.0339479	0.014792	0.0241762	0.0112136	0.0315038	0.0839769	0.0446152	0.00429966	0.00327112	0.6798122
504	-48.6026	-92.29866	43.69606	0.00264482	0.00418466	0.002155	0.00574131	0.0120571	0.000407848	0.00743688	0.002132	0.0105107	0.0112648	0.00860772	0.000342347	0.0103528	0.005854	0.000775604	0.00164677	0.0101279	0.00387163	0.00601785	0.00585868	0.00148989	0.00156931	0.0140694	0.00206433	0.00357947	0.0049035	0.0084918	0.00939017	0.00701436	0.00221443	0.0132886	0.00277915	0.00544088	0.0107175	0.00411854	0.0319533	1.40335	0.162822	0.412621	0.758681	1.31808	2.42353	6.14167	1.312439	0.009487195	0.0130208	0.0206018	0.0106094	0.0282654	0.0593589	0.0020079	0.0366129	0.0104962	0.051746	0.0554583	0.0423771	0.00168543	0.0509687	0.0288201	0.00381842	0.00810732	0.0498612	0.0190606	0.0296268	0.0288432	0.00733494	0.00772597	0.0692661	0.010163	0.0176223	0.0241407	0.0418064	0.0462293	0.0345328	0.010902	0.0654217	0.0136822	0.0267863	0.0527637	0.0202762	0.2031218
540	-50.08758	-94.90897	44.82139	0.00454687	0.0310733	0.0284003	0.0070913	0.036229	0.00691412	0.0128683	0.00436981	0.0120384	0.0435279	0.00201077	0.000444891	0.0124282	0.0217716	0.00606302	0.0222218	0.0778362	0.0249131	0.025723	0.0335131	0.057296	0.0164158	0.00408966	0.024779	0.0440967	0.0220343	0.0358796	0.014431	0.0817994	0.0193615	0.115734	0.0231285	0.0139178	0.109017	0.0276954	0.161505	1.34937	0.880481	0.93981	0.980819	1.01956	1.06405	1.13574	0.09203682	0.04987051	0.00444177	0.030355	0.0277438	0.00692739	0.0353916	0.00675431	0.0125709	0.00426881	0.0117601	0.0425218	0.00196429	0.000434608	0.0121409	0.0212684	0.00592288	0.0217081	0.0760371	0.0243372	0.0251285	0.0327385	0.0559716	0.0160363	0.00399513	0.0242062	0.0430774	0.0215249	0.0350503	0.0140974	0.0799087	0.018914	0.113059	0.0225939	0.0135961	0.106497	0.0270552	1.023661
576	-58.17119	-100.0411	41.86995	0.00489896	0.00396888	0.00461854	0.00125543	0.0166113	0.0145858	0.0111497	0.0266319	0.027781	0.028651	0.0468965	0.00313151	0.00650181	0.0587798	0.000514329	0.00334216	0.0161674	0.00112203	0.0278577	0.00122455	0.00599719	0.0153573	0.0405522	0.00209994	0.0260097	0.0173221	0.0103402	0.087831	0.000239341	0.013812	0.0214772	0.0142662	0.00281743	0.0724855	0.00875908	2.04911	0.562873	0.241979	0.500572	0.805822	1.24097	1.99771	4.13259	1.025966	1.516851	0.00759463	0.00615276	0.00715989	0.00194624	0.0257517	0.0226117	0.0172848	0.0412861	0.0430676	0.0444162	0.0727013	0.00485463	0.0100794	0.0911235	0.000797339	0.00518119	0.0250636	0.00173942	0.0431865	0.00189836	0.00929716	0.0238077	0.0628661	0.00325544	0.0403216	0.0268537	0.0160298	0.13616	0.000371039	0.0214121	0.033295	0.0221161	0.00436772	0.112371	0.0135788	0.6450566
612	-49.56373	-93.94048	44.37674	0.00525627	0.0137747	0.014797	0.0106689	0.00632855	0.00911566	0.00995037	0.00291664	0.0067094	0.0368065	0.0288595	0.00902214	0.00810419	0.022636	0.000257975	0.00148433	0.000205126	0.00601394	0.00311788	0.00316658	0.0368838	0.00790185	0.0229264	0.0062206	0.00615543	0.00216042	0.0162823	0.020789	0.00338491	0.00154967	0.0110785	0.00447293	0.00296665	0.0196573	0.0211839	0.280321	1.29987	0.410384	0.647667	0.873263	1.14513	1.544	2.43674	0.6440104	0.08985581	0.0137309	0.0359836	0.038654	0.0278703	0.016532	0.0238128	0.0259933	0.00761912	0.0175269	0.0961495	0.0753894	0.0235685	0.0211705	0.0591318	0.000673908	0.0038775	0.00053585	0.0157102	0.00814482	0.00827205	0.0963515	0.020642	0.0598906	0.01625	0.0160798	0.00564365	0.042534	0.054307	0.00884237	0.0040482	0.0289402	0.0116846	0.00774978	0.0513506	0.0553385	0.3828052
648	-46.44614	-90.9191	44.47297	0.00785185	0.0204195	0.0237663	0.00647151	0.00890663	0.0199737	0.0348733	0.00304689	0.00620784	0.0187684	0.00192358	0.00886349	0.000485571	0.0466826	0.00318476	0.00117781	0.00302231	0.00646727	0.00456227	0.0132028	0.00358657	0.00211408	0.0176935	0.000397334	0.0104295	0.00599116	0.00223598	0.00638561	0.00957087	0.00475578	0.00867668	0.00176627	0.00182512	0.0145798	0.0202542	0.3044	1.28983	0.50988	0.719998	0.902589	1.10792	1.38889	1.96125	0.4870444	0.09833326	0.0224261	0.0583212	0.0678802	0.0184837	0.0254387	0.0570481	0.0996036	0.00870239	0.0177306	0.0536054	0.00549406	0.0253155	0.00138687	0.133333	0.00909617	0.00336401	0.00863219	0.0184715	0.0130306	0.0377093	0.0102438	0.00603816	0.0505353	0.00113485	0.0297884	0.0171117	0.0063863	0.0182383	0.0273359	0.0135833	0.024782	0.00504474	0.00521284	0.0416422	0.0578492	0.3501207
684	-49.74347	-94.07785	44.33438	0.00604732	0.0287869	0.00677346	0.00120008	0.0215492	0.0165432	0.0111313	0.00155831	0.00161609	0.0027075	0.00523278	0.00716823	0.000527059	0.0108563	0.00822393	0.0101409	0.0039575	0.00139295	0.000746892	0.0072751	0.00197153	0.00491208	0.00971737	2.63302e-05	0.00178281	0.00243655	0.00368374	0.000207132	0.00566067	0.00669646	0.00854183	0.00562712	0.00150047	0.0161244	0.00638843	0.22475	1.32302	0.456346	0.682083	0.887483	1.12678	1.4661	2.19132	0.5672503	0.07078184	0.0264408	0.125866	0.0296157	0.00524715	0.0942198	0.0723319	0.0486696	0.00681343	0.00706606	0.011838	0.0228794	0.0313417	0.00230447	0.0474671	0.0359576	0.0443391	0.0173034	0.00609043	0.00326565	0.031809	0.00862014	0.0214772	0.0424874	0.000115124	0.00779501	0.0106534	0.0161065	0.000905648	0.0247502	0.029279	0.0373475	0.0246035	0.00656051	0.0705008	0.0279322	0.2287119
720	-43.89269	-89.03668	45.14399	0.00525007	0.0194761	0.0289767	0.0246474	0.0202939	0.00349942	0.00509611	0.0332944	0.0008888	0.0362251	0.00317646	0.0128015	0.00244241	0.011098	0.00504573	0.0133778	0.0158548	0.00127205	0.000539422	0.0143641	0.00609887	0.014679	0.0269621	0.00419231	0.0112736	0.00051201	0.0120948	0.0171339	0.00854894	0.031535	0.0244136	0.00585797	0.0314775	0.0520868	0.0355163	0.0363892	1.4015	0.771092	0.88093	0.96122	1.04034	1.13516	1.29686	0.1879605	0.0108185	0.0097223	0.0360667	0.0536603	0.0456431	0.0375811	0.00648037	0.00943719	0.0616559	0.00164592	0.0670832	0.0058823	0.0237063	0.00452296	0.0205517	0.00934389	0.0247735	0.0293606	0.00235563	0.000998925	0.0266001	0.0112941	0.0271831	0.0499295	0.0077635	0.020877	0.000948162	0.0223976	0.0317292	0.0158313	0.0583979	0.04521	0.010848	0.0582914	0.0964565	0.0657705	0.5400031
756	-61.87874	-104.9287	43.04999	0.00706341	0.015369	0.0116266	0.0108429	0.00922015	0.00685563	0.0211776	0.000735416	0.00300406	0.0035505	0.0118216	0.0266198	0.0245478	0.0159519	0.00287785	0.00794012	0.00859803	0.00168895	0.0283798	0.00238075	0.00105057	0.00324915	0.0135403	0.0180417	0.00030412	0.0067094	0.0242397	4.50292e-06	0.0147921	0.0269774	0.00323973	0.0129019	0.0170584	0.00282974	0.00356767	1.09585	0.960061	0.268115	0.526249	0.818496	1.22175	1.90024	3.72974	0.9518033	0.4756011	0.0191546	0.0416776	0.031529	0.0294038	0.0250032	0.0185911	0.0574295	0.0019943	0.00814642	0.00962827	0.0320579	0.0721877	0.0665688	0.0432585	0.00780415	0.0215321	0.0233162	0.0045801	0.0769605	0.00645612	0.00284894	0.00881106	0.0367187	0.0489255	0.000824713	0.0181946	0.0657333	1.2211e-05	0.0401132	0.0731574	0.00878552	0.0349873	0.0462591	0.0076737	0.00967483	0.3687581
792	-49.50149	-94.7494	45.24791	0.00795606	0.00446232	0.000822715	0.00992507	0.00554461	0.0522125	0.0400616	0.00114833	0.000537023	0.0323958	0.00616305	0.00676132	0.0182265	0.0588411	0.00107219	0.0227212	0.0162248	0.00635109	0.00491761	0.0200064	0.0186207	0.0146483	0.010521	0.0365722	0.00121137	0.0139343	0.00872199	1.87467e-05	0.0478961	0.0109742	0.00324937	0.0107426	0.0411485	0.00182428	0.0147716	0.0403491	1.39985	0.877428	0.938219	0.980301	1.0201	1.06585	1.13969	0.09454889	0.0120099	0.0144339	0.00809555	0.00149257	0.0180061	0.010059	0.094724	0.0726798	0.0020833	0.000974268	0.0587725	0.011181	0.0122664	0.0330666	0.10675	0.00194516	0.0412209	0.0294351	0.0115222	0.00892153	0.0362957	0.0337817	0.026575	0.0190873	0.0663495	0.00219768	0.0252796	0.0158235	3.40103e-05	0.0868932	0.0199094	0.00589502	0.0194892	0.0746517	0.00330961	0.0267986	0.5512064
828	-50.00358	-94.43294	44.42937	0.0110243	0.0233316	0.0124455	0.0037342	0.0142366	0.00976459	0.0207783	0.000171778	0.00109927	0.00793395	0.0184346	0.00514125	0.0203406	0.0198437	0.000119	0.021447	0.0297461	0.00343656	0.00736838	0.0216303	0.0170751	0.00611432	0.00827862	0.0165045	0.0167591	0.0287795	0.0252243	2.02369e-05	0.0268669	0.0555775	0.00445459	0.0216528	0.00962115	0.000421389	0.000474926	0.078941	1.38377	0.275725	0.533481	0.821989	1.21656	1.87448	3.6268	0.9315672	0.02376983	0.0225054	0.0476299	0.0254066	0.00762311	0.029063	0.0199337	0.0424174	0.000350673	0.00224409	0.0161966	0.037633	0.0104955	0.041524	0.0405095	0.00024293	0.0437826	0.0607247	0.00701551	0.015042	0.0441567	0.0348576	0.012482	0.0169002	0.0336928	0.0342126	0.0587513	0.0514936	4.13123e-05	0.0548468	0.113458	0.00909374	0.0442028	0.0196409	0.000860236	0.000969529	0.4898525
