Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	partition_rate[1]	partition_rate[2]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	tree_length
360	-52.35321	-96.51422	44.16101	0.0352729	0.0571855	0.00285559	0.025078	0.0185642	0.0141159	0.0174666	0.00385912	0.000823203	0.00901192	0.00642993	0.00248901	0.0198754	0.0176155	0.0230877	0.0137367	0.0295359	0.00158474	0.0165629	0.014011	0.00431288	0.0123573	0.00310157	0.00051746	0.0151057	0.00221632	0.0141277	0.0017628	0.0254545	0.0120471	7.44886e-05	0.00142237	0.0112665	0.00242452	0.0350895	0.686592	1.13059	0.620586	0.792408	0.929981	1.07529	1.26198	1.61138	0.3449693	0.2530368	0.0749781	0.121557	0.00607	0.0533073	0.0394611	0.0300056	0.0371281	0.00820318	0.00174985	0.0191563	0.0136678	0.00529079	0.0422483	0.0374446	0.0490766	0.0291995	0.0627832	0.00336862	0.0352071	0.0297827	0.00916771	0.0262675	0.00659288	0.00109994	0.0321095	0.00471115	0.0300306	0.00374711	0.0541076	0.0256081	0.000158337	0.00302348	0.0239487	0.0051537	0.0745882	0.4704423
396	-54.67248	-98.54701	43.87453	0.01358	0.00388276	0.0139794	0.000621382	0.0053698	0.000849869	0.0219995	0.0258011	0.00653496	0.0129195	0.00564667	0.000190155	0.0126872	0.00690213	0.00229464	0.00388538	0.0126831	0.0217067	0.00354603	0.00699705	0.000336048	0.00914656	0.0354344	0.0346797	0.0187376	0.0130102	0.00625146	0.00846577	0.0297056	0.00651892	0.0101593	0.0113087	0.0141337	0.00705556	0.018784	0.663528	1.1402	0.412278	0.649123	0.873875	1.14433	1.54054	2.42555	0.6406811	0.2424759	0.0334644	0.00956805	0.0344487	0.00153123	0.0132325	0.00209428	0.054212	0.0635801	0.0161037	0.0318366	0.0139147	0.000468587	0.0312644	0.0170085	0.00565453	0.00957449	0.0312541	0.0534906	0.00873826	0.0172424	0.000828102	0.0225393	0.0873188	0.0854592	0.0461739	0.0320601	0.0154051	0.0208617	0.0732018	0.0160642	0.0250349	0.0278673	0.0348287	0.0173866	0.0462883	0.4058049
432	-49.04785	-93.02798	43.98013	2.08328e-06	0.00881401	0.00694516	0.000645055	0.00309771	0.00150354	0.00444886	0.00537141	0.00397713	0.00266066	0.0106397	0.00596416	0.00340755	0.0136371	0.00293945	0.00343759	0.00733788	0.0127971	0.00630707	0.00221489	0.000259995	0.000570836	0.00166016	0.00444763	0.00108735	0.0116232	0.0014403	0.00224144	0.00931727	0.00777916	0.0141761	0.000537324	0.00641412	0.00553532	0.00887301	0.100359	1.37485	0.256745	0.515244	0.813117	1.22983	1.94083	3.89492	0.9831364	0.0304151	1.14396e-05	0.048399	0.0381369	0.00354209	0.01701	0.00825618	0.0244293	0.0294952	0.021839	0.01461	0.0584241	0.0327501	0.0187113	0.0748835	0.0161409	0.0188763	0.0402934	0.0702707	0.034633	0.0121623	0.00142767	0.00313454	0.00911618	0.0244226	0.00597078	0.0638249	0.00790887	0.0123081	0.0511625	0.0427165	0.0778429	0.00295052	0.0352208	0.0303953	0.048723	0.1821113
468	-49.67967	-93.75313	44.07346	0.0022718	0.00823797	0.0108993	0.00463828	0.00710371	0.00423892	0.00512994	0.00711447	0.00846036	0.00787934	0.0130153	0.0087893	0.0313016	0.0238599	0.00045418	0.0136467	0.00124769	0.00309115	0.00352981	0.0162029	0.0629322	0.00646749	0.00650957	0.00520621	0.00271739	0.00899028	0.0138246	0.0105526	0.00279602	0.0233768	0.00974005	0.000655065	0.00838109	0.000343722	0.0106593	0.381842	1.25757	0.341812	0.592416	0.849305	1.17743	1.688	2.92559	0.7762112	0.126515	0.00641272	0.0232537	0.030766	0.0130927	0.020052	0.0119654	0.0144805	0.0200823	0.0238814	0.0222414	0.036739	0.02481	0.0883565	0.0673505	0.00128203	0.0385213	0.00352191	0.00872552	0.00996375	0.0457367	0.177642	0.0182561	0.0183748	0.0146958	0.00767051	0.0253773	0.0390234	0.0297872	0.00789244	0.0659866	0.0274937	0.00184908	0.0236577	0.00097024	0.0300885	0.3542652
504	-62.85759	-104.216	41.35843	0.00534684	0.0588692	0.0136455	0.0169675	0.0346901	0.00536115	0.00615658	0.00150763	0.0234645	0.00220405	0.00195618	0.054257	0.0527376	0.109135	0.053228	0.00750955	0.00996008	0.01413	0.00344144	0.0367205	0.0206507	0.0615027	0.00670948	0.0562501	0.00178593	0.0793512	0.101894	0.0102688	0.0284859	0.114318	0.0127338	0.00117835	0.0161604	0.0108559	0.000225529	2.18684	0.505485	0.238144	0.496688	0.803866	1.24399	2.01334	4.19914	1.037516	1.802588	0.00517273	0.0569522	0.0132012	0.0164149	0.0335605	0.00518657	0.0059561	0.00145853	0.0227004	0.00213227	0.00189248	0.0524902	0.0510203	0.105582	0.0514947	0.00726501	0.00963575	0.0136698	0.00332937	0.0355247	0.0199782	0.0594999	0.00649099	0.0544183	0.00172777	0.0767672	0.0985758	0.00993445	0.0275583	0.110596	0.0123192	0.00113998	0.0156341	0.0105024	0.000218185	1.03366
540	-62.74538	-104.186	41.44057	0.00385274	0.0571809	0.00290997	0.0119799	0.0173588	0.0521859	0.026697	0.00018654	0.0465403	0.0472432	0.00390126	0.0531312	0.0108207	0.115576	0.0299452	0.0570436	0.0452236	0.00262701	0.0613366	0.000791007	0.0806877	0.0957529	0.0561969	0.0276732	0.00608533	0.0160465	0.0291651	0.0147083	0.0145321	0.0713093	0.0118936	0.0961764	0.015478	0.0539874	0.00860781	2.08008	0.549966	0.299878	0.555782	0.832559	1.20112	1.79927	3.33469	0.870849	1.575917	0.00309499	0.0459346	0.00233764	0.00962368	0.0139447	0.0419221	0.0214462	0.000149852	0.0373868	0.0379515	0.00313396	0.0426814	0.00869246	0.0928449	0.0240556	0.0458243	0.0363291	0.00211033	0.049273	0.000635433	0.0648181	0.0769203	0.0451441	0.0222304	0.00488847	0.0128905	0.023429	0.0118155	0.011674	0.0572843	0.00955435	0.0772605	0.0124338	0.0433692	0.00691483	1.244832
576	-56.66565	-100.7549	44.08924	0.00505976	0.0204368	0.00668808	0.019344	0.0569415	0.0014556	0.00802462	0.0156924	0.0470805	0.0307308	0.00697933	0.0304098	0.0131115	0.0108073	0.00158106	0.00181658	0.0185309	0.00438838	0.0728763	0.0156444	0.0312247	0.0966719	0.0752117	0.0230691	0.0147659	0.0502471	0.0814545	0.0484919	0.175222	0.0236328	0.0196804	0.0480984	0.0204507	0.0141425	0.0220599	0.504471	1.20647	0.759158	0.874254	0.958941	1.04282	1.14383	1.31725	0.1992378	0.1742239	0.00446966	0.0180533	0.00590808	0.017088	0.0503006	0.00128584	0.00708874	0.0138623	0.0415897	0.0271468	0.00616535	0.0268633	0.0115823	0.00954692	0.00139667	0.00160472	0.0163697	0.00387658	0.0643771	0.0138199	0.0275831	0.0853975	0.0664401	0.0203786	0.0130438	0.044387	0.0719548	0.0428365	0.154787	0.0208766	0.0173851	0.0424889	0.0180657	0.0124931	0.0194871	1.132023
612	-59.48428	-103.384	43.89977	0.00372659	0.008536	0.00999973	0.0132887	0.0501301	0.00680218	0.00099487	0.0180393	0.00635147	0.0119953	0.0402164	0.0522885	0.0280966	0.0713708	0.00105383	0.0145642	0.0130337	0.0238577	0.00437548	0.0243483	0.0218013	0.0371688	0.0173548	0.0230167	0.00170535	0.0200524	0.0676511	0.12493	0.000329614	0.0404297	0.00131464	0.00340856	0.0145832	3.2291e-05	0.0366377	0.442724	1.2322	0.341024	0.591749	0.849007	1.17785	1.6899	2.93235	0.7778802	0.1497066	0.00458101	0.0104931	0.0122924	0.0163355	0.0616239	0.00836177	0.00122297	0.0221753	0.00780772	0.0147455	0.0494371	0.0642771	0.0345385	0.0877345	0.00129545	0.0179034	0.016022	0.0293278	0.00537868	0.0299308	0.0267998	0.0456907	0.0213338	0.028294	0.00209635	0.02465	0.083162	0.153574	0.000405188	0.0496993	0.00161605	0.00419007	0.0179268	3.96946e-05	0.0450379	0.8134858
648	-50.96308	-95.2544	44.29132	0.0182258	0.0095541	0.0378048	0.0163007	0.021952	0.035363	0.000670796	0.030576	0.0145468	0.0396053	0.0221175	0.0160346	0.00384026	0.0383958	0.0100718	0.0116511	0.048165	0.0129916	0.0150034	0.0358092	0.175165	0.0179203	0.0295113	0.00215295	0.000977894	0.0172034	0.00690423	0.00704676	0.00915645	0.0334387	0.0120582	0.00905859	0.0211741	0.000537844	0.00144672	0.435016	1.23541	0.559371	0.753274	0.915401	1.09242	1.32754	1.78772	0.4200608	0.1467178	0.0232937	0.0122108	0.048317	0.0208333	0.0280561	0.0451963	0.000857322	0.0390781	0.0185918	0.0506182	0.0282676	0.0204933	0.00490811	0.0490723	0.0128724	0.0148909	0.061558	0.0166042	0.0191754	0.0457666	0.223873	0.0229033	0.0377175	0.00275161	0.00124981	0.0219871	0.00882407	0.00900623	0.0117026	0.0427369	0.0154111	0.0115775	0.0270619	0.0006874	0.001849	0.782432
684	-50.43632	-95.52591	45.08959	0.00491101	0.035031	0.00823931	0.0141561	0.0362513	0.0343017	0.0110305	0.00214395	0.00424004	0.0171822	0.00721687	0.00870135	0.00610156	0.026761	0.0135154	0.00514257	0.0153116	0.00513598	0.00842868	0.0304664	0.0034205	0.0305029	0.00360053	0.0114902	0.00303176	0.0466318	0.0004849	0.00143828	0.0082699	0.0197636	0.00525956	0.0173433	0.0325099	0.00253548	0.00675617	0.0711569	1.38702	0.682005	0.829732	0.943431	1.05996	1.20521	1.46627	0.2767321	0.02137586	0.0100779	0.0718869	0.0169078	0.0290496	0.074391	0.0703902	0.0226356	0.00439959	0.00870096	0.0352595	0.0148097	0.017856	0.012521	0.0549161	0.0277348	0.010553	0.0314209	0.0105395	0.0172964	0.06252	0.00701919	0.0625947	0.00738862	0.0235789	0.00622145	0.0956928	0.000995059	0.00295148	0.0169706	0.0405568	0.0107931	0.03559	0.0667134	0.00520304	0.0138643	0.4873073
720	-57.98065	-102.7242	44.74358	0.0104977	0.042592	0.0600611	0.038646	0.0386844	0.00530585	0.0458552	0.0125462	0.026602	0.011311	0.00473698	0.0243202	0.0114938	0.0320399	0.00059405	0.00182211	0.012704	0.033732	0.00565971	0.00602419	0.00456896	0.0520428	0.0371247	0.0216468	0.0481898	0.00216542	0.00397197	0.0265167	0.0189159	0.0382001	0.0119119	0.0197625	0.0175947	0.00946212	0.0194923	0.0205225	1.40812	0.595659	0.776723	0.924198	1.08202	1.28746	1.67881	0.3746121	0.006072693	0.0138712	0.0562794	0.0793624	0.0510654	0.0511161	0.00701094	0.0605913	0.0165781	0.0351509	0.0149459	0.00625926	0.0321358	0.0151874	0.0423363	0.000784955	0.00240766	0.0167865	0.0445721	0.00747852	0.00796014	0.00603724	0.0687674	0.0490552	0.0286032	0.0636761	0.00286131	0.00524841	0.0350382	0.0249948	0.0504761	0.0157399	0.0261134	0.0232489	0.0125029	0.0257564	0.7567951
756	-48.9755	-93.21996	44.24446	0.0135304	0.0117982	0.0174336	0.0205718	0.0141408	0.0046193	0.0462512	0.000620226	0.00638996	0.0328209	0.00835947	0.00252678	0.0412718	0.0297587	0.00143745	0.000690124	0.0368556	0.00100825	0.00129411	0.0167658	0.0187814	0.019648	0.00574439	0.0286093	0.00744432	0.0665734	0.0126924	0.0163169	0.0114627	0.0289766	0.0116322	0.0191822	0.0257887	0.00638865	0.024206	0.331136	1.27869	0.374432	0.619345	0.861166	1.16122	1.61461	2.67071	0.7103033	0.107902	0.0221232	0.0192909	0.0285052	0.0336364	0.0231213	0.00755291	0.0756244	0.00101412	0.0104481	0.0536648	0.0136684	0.00413148	0.0674827	0.0486579	0.00235034	0.00112841	0.0602617	0.00164857	0.00211598	0.0274133	0.030709	0.032126	0.00939253	0.0467785	0.012172	0.108853	0.020753	0.0266794	0.0187425	0.0473791	0.0190196	0.0313644	0.0421665	0.0104459	0.0395787	0.6115916
792	-65.08315	-107.3956	42.31241	0.0257909	0.0261267	0.0622636	0.0135653	0.0964423	0.000362475	0.0403711	0.00780173	0.00269559	0.00642874	0.00422263	0.0566929	0.00719669	0.0995885	0.00213144	0.000161463	0.0520572	0.026025	0.0238433	0.0320529	0.0121604	0.0629859	0.0270005	0.019004	0.0216042	0.0343599	0.0466299	0.0192204	0.0521432	0.00053502	0.00211586	0.0145759	0.0378097	0.00618962	0.0102355	1.73362	0.694327	0.350984	0.600117	0.852734	1.1727	1.66634	2.84913	0.7570633	1.040345	0.0270802	0.0274328	0.0653761	0.0142435	0.101263	0.000380595	0.0423892	0.00819174	0.00283034	0.00675011	0.00443372	0.059527	0.00755644	0.104567	0.00223799	0.000169535	0.0546595	0.0273259	0.0250352	0.0336553	0.0127683	0.0661346	0.0283502	0.0199539	0.0226842	0.0360776	0.0489609	0.0201812	0.0547498	0.000561766	0.00222163	0.0153045	0.0396998	0.00649904	0.0107472	0.9523906
828	-55.97079	-99.7041	43.73331	0.072999	0.0119379	0.0013413	0.00496183	0.01373	0.00275065	0.0107065	0.00633571	0.00998419	0.00707948	0.00120756	0.00505437	0.0066076	0.0514726	0.000363578	0.00971219	0.0222246	0.00471428	0.00819038	0.0405143	0.00238394	0.0168211	0.0125343	0.0247053	0.0071918	0.00764633	0.00616783	0.00646303	0.0209725	0.0122279	0.0125656	0.0719386	0.0468945	0.04161	0.0135455	1.13113	0.945363	0.702223	0.841638	0.947634	1.05526	1.18816	1.42405	0.2556079	0.4985423	0.122573	0.020045	0.00225218	0.00833143	0.023054	0.00461863	0.0179773	0.0106383	0.0167645	0.0118872	0.00202761	0.0084868	0.0110948	0.0864278	0.000610484	0.0163078	0.0373175	0.00791576	0.0137525	0.0680277	0.00400288	0.0282444	0.0210463	0.0414827	0.0120758	0.012839	0.0103564	0.0108521	0.0352149	0.0205319	0.0210989	0.120792	0.0787406	0.0698675	0.0227443	0.5955561
864	-53.80793	-98.41296	44.60502	0.00762308	0.0387321	0.000995379	0.00856859	0.0102898	0.00199381	0.0206301	0.00456647	0.00400817	0.0267469	0.00929293	0.0017138	0.0215524	0.0671733	0.0116363	0.0163798	0.000645098	0.00750295	0.0102499	0.06891	0.00169151	0.000517095	0.0175657	0.0270862	0.00184246	0.00516549	0.0141975	0.00104391	0.0121901	0.00171939	0.00227334	0.0138063	0.0229441	0.0773406	0.0166975	0.193963	1.33585	0.448092	0.676038	0.885022	1.12992	1.47921	2.23169	0.5804487	0.06049947	0.013728	0.0697509	0.00179253	0.0154308	0.0185304	0.00359056	0.0371518	0.00822354	0.00721814	0.0481673	0.0167352	0.0030863	0.0388128	0.120969	0.0209552	0.0294977	0.00116173	0.0135117	0.0184586	0.124097	0.00304617	0.000931212	0.0316333	0.0487782	0.003318	0.00930229	0.0255677	0.00187993	0.0219526	0.00309638	0.00409396	0.0248632	0.0413189	0.139279	0.0300698	0.5552922
